id,university_code,major_name,year,old_min,old_max,new_min,new_max,unit_original,confidence,action
8339e5fa-652e-4199-8aaa-35402e5ae3a1,QHI,Mạng máy tính và truyền thông dữ liệu,2026,44,44,44,44,triệu đồng/năm,high,updated
75e964cd-37d7-416e-b57e-067f0a70070e,QHI,Kỹ thuật Robot,2026,44,44,44,44,triệu VND/năm,high,updated
a13c8209-9e7c-4b58-b64c-10f2151f1753,QHI,Thiết kế công nghiệp và Đồ họa,2026,44,44,44,44,triệu VND/năm,high,updated
74c36108-8ddb-4cc1-aece-93ee8d8cb8c6,QHI,Công nghệ vật liệu và Vi điện tử,2026,38,38,38,38,triệu VND/năm,high,updated
6019ce6e-7754-4cd3-bbff-b00c2786594a,QHI,Khoa học và Kỹ thuật dữ liệu,2026,38,38,38,38,triệu VND/năm,high,updated
df9a01f8-dcff-4cce-afa5-b161165e4be3,QHI,Công nghệ kỹ thuật sinh học,2026,38,38,38,38,triệu VND/năm,high,updated
9d248bf9-618a-47e0-878a-c76024ade3f3,QHL,Luật,2025,104.4,104.4,104.4,104.4,triệu VND/năm,high,updated
3efac039-9420-48d0-8654-b679f3879660,QHL,Luật chất lượng cao,2025,166.1,166.1,166.1,166.1,triệu VND/năm,high,updated
0fc13f51-e2bb-421c-bd74-ea068de9d2f1,QHL,Luật kinh doanh,2025,149.5,149.5,149.5,149.5,triệu VND/năm,high,updated
d5e79b8e-38fc-4d1b-8799-bb15afebbe36,QHL,Luật thương mại quốc tế,2025,141.2,141.2,141.2,141.2,triệu VND/năm,high,updated
b4c3e40a-37c6-429f-ae29-6533b2adfef7,QHL,Luật,2025,104.4,104.4,104.4,104.4,triệu VND/năm,high,updated
c083498f-754d-410a-9c22-bf35e06c8a8b,QHL,Luật chất lượng cao,2025,166.1,166.1,166.1,166.1,triệu VND/năm,high,updated
badeb37a-85db-44ff-83e1-c5e9615ffc33,QHL,Luật kinh doanh,2025,149.5,149.5,149.5,149.5,triệu VND/năm,high,updated
22aa5d3c-4c2e-4e4f-8cbc-bed590def01b,QHL,Luật thương mại quốc tế,2025,141.2,141.2,141.2,141.2,triệu VND/năm,high,updated
36ee932f-45b6-4a35-83a0-5464ec2f4cdd,VHH,Văn hóa du lịch,2026,25.5,25.5,25.5,25.5,triệu đồng/năm,high,updated
a4955650-f3cb-4ca8-9e2d-5a42478a8ee5,VHH,"Lữ hành, hướng dẫn du lịch",2026,25.5,25.5,25.5,25.5,triệu đồng/năm,high,updated
11034d9d-c167-4931-8717-b8718ce85966,VHH,Hướng dẫn du lịch quốc tế,2026,25.5,25.5,25.5,25.5,triệu đồng/năm,high,updated
0a347804-c80d-4661-a8cf-79b8444ce4af,VHH,Quản trị kinh doanh du lịch,2026,25.5,25.5,25.5,25.5,triệu đồng/năm,high,updated
16d55c6b-5cba-4425-8988-e1fb3342f91a,VHH,Quản trị du lịch cộng đồng,2026,25.5,25.5,25.5,25.5,triệu đồng/năm,high,updated
876b9b9e-ebec-45f9-9ebd-e01d861d5ffd,VHH,Báo chí,2026,25.5,25.5,25.5,25.5,triệu đồng/năm,high,updated
192334de-fe96-4855-9f5e-2868c63335a2,VHH,Bảo tàng học,2026,24.0,24.0,24.0,24.0,triệu đồng/năm,high,updated
d2693a4d-1988-4971-b87a-b4e492da0947,VHH,Kinh doanh xuất bản phẩm,2026,24.0,24.0,24.0,24.0,triệu đồng/năm,high,updated
0591aacd-41ad-4e83-a7ef-e9621de67ea8,VHH,Quản trị thư viện,2026,24.0,24.0,24.0,24.0,triệu VND/năm,high,updated
2a2a8a41-dbf8-4ad7-ad94-58a1958dee59,VHH,Thư viện và thiết bị trường học,2026,24.0,24.0,24.0,24.0,triệu đồng/năm,high,updated
41fa0434-bf06-4aa1-a59c-15fdcbf39679,VHH,Quản lý thông tin,2026,25.5,25.5,25.5,25.5,triệu đồng/năm,high,updated
2e29028e-71e5-4ed2-99e4-ed0d30476257,VHH,Luật,2026,25.5,25.5,25.5,25.5,triệu VND/năm,high,updated
dbbd3dd7-472e-4128-8e39-3baf4586dfee,VHH,Sáng tác văn học,2026,19.1,19.1,19.1,19.1,triệu đồng/năm,high,updated
a611b480-5b60-4aa6-94f6-9d8810f46631,VHH,Ngôn ngữ Anh,2026,19.1,19.1,19.1,19.1,triệu đồng/năm,high,updated
3dd3ebfc-f1a1-401d-b899-f967bec0c051,VKA,Quan hệ quốc tế,2026,5.2,5.2,52,52,triệu/học kỳ,high,updated
33a724e8-7894-4067-b083-cdd82ae130ad,VKA,Ngôn ngữ Anh,2026,5.0,5.0,50.0,50.0,triệu VND/năm,high,updated
3e9a0ad0-43ad-458e-8512-304ca60d82b3,VKA,Kinh tế quốc tế,2026,5.2,5.2,52.0,52.0,triệu VND/năm,high,updated
0df677c2-fb71-4b3d-95e2-f97798fe92f1,VKA,Luật quốc tế,2026,5.1,5.1,51.0,51.0,triệu VND/năm,high,updated
6c491c55-da45-44b9-82b5-94fb4c443f69,VKA,Truyền thông quốc tế,2026,5.1,5.1,51.0,51.0,triệu VND/năm,high,updated
a9d713da-4261-4a20-81c2-13cb8b63d519,VKA,Kinh doanh quốc tế,2026,5.2,5.2,52,52,triệu/học kỳ,high,updated
cee32a16-920c-4047-aede-dd5d438a2698,VKA,Luật thương mại quốc tế,2026,5.1,5.1,51.0,51.0,triệu VND/năm,high,updated
b0dafe4d-8399-48d3-aad6-2d319dfb2d2e,VKA,Hàn Quốc học,2026,4.775,4.775,47.75,47.75,triệu VND/học kỳ,high,updated
41ff23c4-216f-4e87-9eaf-9374e81ca7de,VKA,Hoa Kỳ học,2026,4.775,4.775,9.55,9.55,triệu VND/học kỳ,high,updated
b7187d9f-c184-4715-8bc9-fc8b7303451b,VKA,Nhật Bản học,2026,4.775,4.775,47.75,47.75,triệu VND/học kỳ,high,updated
250e6c9d-780b-4339-8622-f734fdb1b582,VKA,Trung Quốc học,2026,4.775,4.775,47.75,47.75,triệu VND/học kỳ,high,updated
4b99a4d8-97d5-41cb-9566-bd69628a9717,YDS,Tâm lý học,2026,30,30,30,30,triệu VND/năm,high,updated
75f68ee1-0411-4c7d-a4da-61f5ea5278ea,YDS,Y khoa,2026,88,88,88,88,triệu VND/năm,high,updated
514623d4-6208-463d-988a-3ff3fd733570,YDS,Y học dự phòng,2026,55,55,55,55,triệu đồng/năm,high,updated
ff053ff7-a2da-4e93-8359-12a63c1a3748,YDS,Y học cổ truyền,2026,55,55,55,55,triệu đồng/năm,high,updated
56486238-94f8-49c5-a730-139a65ed35c0,YDS,Dược học,2026,63.5,63.5,63.5,63.5,triệu VND/năm,high,updated
aeee1a9e-0aa8-4e5c-aebe-692dd4fbe774,YDS,Công nghệ dược phẩm,2026,53.5,53.5,53.5,53.5,triệu VND/năm,high,updated
3da21798-6749-4c13-99ab-44af47d5c9ae,YDS,Hóa dược,2026,52.5,52.5,52.5,52.5,triệu VND/năm,high,updated
09eb5ada-73aa-42d6-bdc1-82add27ced73,YDS,Điều dưỡng,2026,48,48,48,48,triệu VND/năm,high,updated
57543e4a-5d1e-4bd9-93e4-b1ecf952a876,YDS,Điều dưỡng chuyên ngành Gây mê hồi sức,2026,48,48,48,48,triệu VND/năm,high,updated
42b0a7e4-b044-4ab0-98f1-40353671abb8,YDS,Hộ sinh,2026,48,48,48,48,triệu VND/năm,high,updated
dfff2e9c-9fc5-46d5-8a37-5fe07814d4b6,YDS,Dinh dưỡng,2026,48,48,48,48,triệu VND/năm,high,updated
0dcb7db3-8d52-4992-b9bb-5914b921ec54,YDS,Răng - Hàm - Mặt,2026,90,90,90,90,triệu VND/năm,high,updated
aa35935f-f87c-440c-9cd5-4a6ef618cb13,YDS,Kỹ thuật phục hình răng,2026,50,50,50,50,triệu VND/năm,high,updated
15fab670-e63c-4948-a15b-09e3de369a73,YDS,Kỹ thuật xét nghiệm y học,2026,48,48,48,48,triệu VND/năm,high,updated
c97cf773-0882-4e35-94e0-56c0cbf7ffba,YDS,Kỹ thuật hình ảnh y học,2026,48,48,48,48,triệu VND/năm,high,updated
488991e9-f9b0-482b-91a1-94577055d16d,YDS,Kỹ thuật phục hồi chức năng,2026,48,48,48,48,triệu VND/năm,high,updated
47515612-840e-411d-8c07-b8b09e9ecc95,YDS,Y tế công cộng,2026,46,46,46,46,triệu VND/năm,high,updated
c1070d69-b317-4f6b-beb5-543faa97881b,YDS,Công tác xã hội,2026,30,30,30,30,triệu VND/năm,high,updated
