university_code,major_name,inferred_method,rule_used
QHI,Vật lý kỹ thuật,diem_thi_thpt,6
QHI,Cơ kỹ thuật,diem_thi_thpt,6
QHI,Công nghệ kỹ thuật xây dựng,diem_thi_thpt,6
QHI,Công nghệ kỹ thuật cơ – điện,diem_thi_thpt,6
QST,Kinh doanh nông nghiệp số,diem_thi_thpt,6
QST,Công nghệ nông nghiệp số,diem_thi_thpt,6
THU,Kế toán,diem_thi_thpt,6
THU,"Công nghệ kỹ thuật điện, Điện tử",diem_thi_thpt,6
THU,Công nghệ kỹ thuật ô tô,diem_thi_thpt,6
THU,Công nghệ thông tin,diem_thi_thpt,6
THU,Điều dưỡng,diem_thi_thpt,6
THU,Dược học,diem_thi_thpt,6
THU,Giáo dục học,diem_thi_thpt,6
THU,Ngôn ngữ Trung Quốc,diem_thi_thpt,6
THU,Quản trị khách sạn,diem_thi_thpt,6
THU,Quản trị kinh doanh,diem_thi_thpt,6
THU,Quản trị văn phòng,diem_thi_thpt,6
THU,Việt Nam học,diem_thi_thpt,6
TQU,Giáo dục Mầm non,diem_thi_thpt,6
TQU,Giáo dục Tiểu học,diem_thi_thpt,6
TQU,Sư phạm Toán học,diem_thi_thpt,6
TQU,Sư phạm Ngữ văn,diem_thi_thpt,6
TQU,Quản lý văn hoá,diem_thi_thpt,6
TQU,Chính trị học,diem_thi_thpt,6
TQU,Tâm lý học,diem_thi_thpt,6
TQU,Kế toán,diem_thi_thpt,6
TQU,Công nghệ thông tin,diem_thi_thpt,6
TQU,Khoa học dữ liệu,diem_thi_thpt,6
TQU,Kinh tế,diem_thi_thpt,6
TQU,Kinh tế nông nghiệp,diem_thi_thpt,6
TQU,Kinh tế đầu tư,diem_thi_thpt,6
TQU,Lâm sinh,diem_thi_thpt,6
TQU,Dược học,diem_thi_thpt,6
TQU,Điều dưỡng,diem_thi_thpt,6
TQU,Công tác xã hội,diem_thi_thpt,6
TQU,Quản trị Dịch vụ du lịch và lữ hành,diem_thi_thpt,6
TQU,Huấn luyện thể thao,diem_thi_thpt,6
VHH,"Lữ hành, hướng dẫn du lịch",diem_thi_thpt,5
VHH,Hướng dẫn du lịch quốc tế,diem_thi_thpt,5
VHH,Quản trị kinh doanh du lịch,diem_thi_thpt,5
VHH,Quản trị du lịch cộng đồng,diem_thi_thpt,5
VHH,Báo chí,diem_thi_thpt,5
VHH,Bảo tàng học,diem_thi_thpt,5
VHH,Quản trị thư viện,diem_thi_thpt,5
VHH,Thư viện và thiết bị trường học,diem_thi_thpt,5
VHH,Quản lý thông tin,diem_thi_thpt,5
VHH,Luật,diem_thi_thpt,5
VHH,Sáng tác văn học,diem_thi_thpt,5
VHH,Ngôn ngữ Anh,diem_thi_thpt,5
XSH,Giáo dục học,diem_thi_thpt,5
XSH,Ngôn ngữ Anh,diem_thi_thpt,5
XSH,Ngôn ngữ Anh_Chuẩn quốc tế,diem_thi_thpt,5
XSH,Quản lý giáo dục,diem_thi_thpt,5
XSH,Ngôn ngữ Nga,diem_thi_thpt,5
XSH,Ngôn ngữ Pháp,diem_thi_thpt,5
XSH,Ngôn ngữ Trung Quốc,diem_thi_thpt,5
XSH,Ngôn ngữ Trung Quốc_Chuẩn quốc tế,diem_thi_thpt,5
XSH,Ngôn ngữ Đức,diem_thi_thpt,5
XSH,Ngôn ngữ Đức_Chuẩn quốc tế,diem_thi_thpt,5
XSH,Ngôn ngữ Tây Ban Nha,diem_thi_thpt,5
XSH,Ngôn ngữ Italia,diem_thi_thpt,5
XSH,Triết học,diem_thi_thpt,5
XSH,Tôn giáo học,diem_thi_thpt,5
XSH,Lịch sử,diem_thi_thpt,5
XSH,Ngôn ngữ học,diem_thi_thpt,5
XSH,Văn học,diem_thi_thpt,5
XSH,Văn hóa học,diem_thi_thpt,5
XSH,Quan hệ quốc tế,diem_thi_thpt,5
XSH,Quan hệ quốc tế _ Chuẩn quốc tế,diem_thi_thpt,5
XSH,Xã hội học,diem_thi_thpt,5
XSH,Nhân học,diem_thi_thpt,5
XSH,Tâm lý học,diem_thi_thpt,5
XSH,Tâm lý học giáo dục,diem_thi_thpt,5
XSH,Địa lý học,diem_thi_thpt,5
XSH,Đông phương học,diem_thi_thpt,5
XSH,Nhật Bản học,diem_thi_thpt,5
XSH,Nhật Bản học_Chuẩn quốc tế,diem_thi_thpt,5
XSH,Hàn Quốc học,diem_thi_thpt,5
XSH,Việt Nam học,diem_thi_thpt,5
XSH,Báo chí,diem_thi_thpt,5
XSH,Báo chí_Chuẩn quốc tế,diem_thi_thpt,5
XSH,Truyền thông đa phương tiện,diem_thi_thpt,5
XSH,Thông tin – thư viện,diem_thi_thpt,5
XSH,Quản lý thông tin,diem_thi_thpt,5
XSH,Lưu trữ học,diem_thi_thpt,5
XSH,Quản trị văn phòng,diem_thi_thpt,5
XSH,Đô thị học,diem_thi_thpt,5
XSH,Công tác xã hội,diem_thi_thpt,5
XSH,Quản trị dịch vụ du lịch và lữ hành,diem_thi_thpt,5
XSH,Quản trị dịch vụ du lịch và lữ hành_Chuẩn quốc tế,diem_thi_thpt,5
XSH,Quốc tế học,diem_thi_thpt,5
XSH,Nghệ thuật học,diem_thi_thpt,5
XSH,Kinh doanh thương mại Hàn Quốc,diem_thi_thpt,5
XSH,"Truyền thông, chuyên ngành Báo chí",diem_thi_thpt,5
XSH,Quan hệ Quốc tế,diem_thi_thpt,5
XSH,Ngôn ngữ Anh,diem_thi_thpt,5
XSH,Ngôn ngữ Trung Quốc,diem_thi_thpt,5
YDN,Y khoa,diem_thi_thpt,5
YDN,Dược học,diem_thi_thpt,5
YDN,Điều dưỡng,diem_thi_thpt,5
YDN,Kỹ thuật xét nghiệm y học,diem_thi_thpt,5
YDN,Kỹ thuật hình ảnh y học,diem_thi_thpt,5
YDN,Kỹ thuật phục hồi chức năng,diem_thi_thpt,5
YDN,Y tế công cộng,diem_thi_thpt,5
